Family,Species,Body mass (g),Flapper,Migrant,Incubation duration (days),Fledging duration (days),Developmental duration (days)
Trochilidae,Threnetes_ruckeri,5.3,1,0,17.7,24.2,41.9
Trochilidae,Trochilus_polytmus,4.8,1,0,18,21.5,39.5
Trochilidae,Trochilus_scitulus,4.4,1,1,18.5,18,36.5
Trochilidae,Urochroa_bougueri,11.4,1,0,17,24,41
Trochilidae,Urosticte_ruficrissa,4,1,0,16.5,23,39.5
Troglodytidae,Campylorhynchus_brunneicapillus,38.9,1,0,16.2,21,37.2
Troglodytidae,Campylorhynchus_griseus,42.2,1,0,17,17,34
Troglodytidae,Campylorhynchus_nuchalis,23.2,1,0,19.5,19,38.5
Troglodytidae,Campylorhynchus_zonatus,34.4,1,0,20,18.5,38.5
Troglodytidae,Catherpes_mexicanus,11.8,1,0,16.5,16,32.5
Troglodytidae,Cistothorus_palustris,11,1,1,13.8,13.5,27.3
Troglodytidae,Cistothorus_platensis,8.8,1,0,13.6,13,26.6
Troglodytidae,Henicorhina_leucophrys,16.3,1,0,19.5,16.5,36
Troglodytidae,Henicorhina_leucosticta,14.5,1,0,18,17.5,35.5
Troglodytidae,Microcerculus_marginatus,17.9,1,0,16.5,19.5,36
Troglodytidae,Salpinctes_obsoletus,16.4,1,1,13,15,28
Troglodytidae,Thryomanes_bewickii,9.9,1,0,14.5,14.5,29
Troglodytidae,Thryothorus_ludovicianus,19.3,1,0,14.4,13.2,27.6
Troglodytidae,Thryothorus_modestus,18,1,0,18,14,32
Troglodytidae,Thryothorus_rutilus,16.2,1,0,18,16,34
Troglodytidae,Thryothorus_semibadius,20,1,0,18.5,16,34.5
Troglodytidae,Troglodytes_aedon,10.9,1,1,13.3,16.2,29.5
Troglodytidae,Troglodytes_troglodytes,9.4,1,1,15.1,16.9,32
Trogonidae,Apaloderma_aequatoriale,58,1,0,16,16,32
Trogonidae,Apaloderma_narina,66.6,1,0,18,26.5,44.5
Trogonidae,Harpactes_erythrocephalus,80.5,1,0,18,13.4,31.4
Trogonidae,Harpactes_oreskios,57.3,1,0,17.5,13,30.5
Trogonidae,Pharomachrus_mocinno,204.2,1,0,17.7,30.5,48.2
Trogonidae,Trogon_bairdii,94.4,1,0,16.5,25,41.5
Trogonidae,Trogon_chionurus,88.4,1,0,16.5,19.5,36
Trogonidae,Trogon_collaris,66.1,1,0,18,16.7,34.7
Trogonidae,Trogon_elegans,70.4,1,0,19,16,35
Trogonidae,Trogon_melanocephalus,82,1,0,19,16.5,35.5
Trogonidae,Trogon_mexicanus,71.6,1,0,19,15.2,34.2
Trogonidae,Trogon_rufus,54.6,1,0,18.2,14.5,32.7
Trogonidae,Trogon_viridis,88.4,1,0,16.5,19.5,36
Turdidae,Catharus_aurantiirostris,29.1,1,0,14.5,14,28.5
Turdidae,Catharus_bicknelli,28.7,1,1,13,12.2,25.2
Turdidae,Catharus_frantzii,28.1,1,0,15,15,30
Turdidae,Catharus_fuscescens,31.9,1,1,11.6,11,22.6
Turdidae,Catharus_guttatus,30.3,1,1,12.5,12.5,25
Turdidae,Catharus_minimus,31.6,1,1,13.3,12,25.3
Turdidae,Catharus_occidentalis,25.6,1,0,15,15,30
Turdidae,Catharus_ustulatus,30.2,1,1,12.3,12.5,24.8
Turdidae,Chaetops_frenatus,57,1,0,20,19.5,39.5
Turdidae,Hylocichla_mustelina,49.4,1,1,13.1,12.9,26
Turdidae,Myadestes_coloratus,28.8,1,0,12.5,16,28.5
Turdidae,Myadestes_melanops,30.6,1,0,12.5,16,28.5
Turdidae,Myadestes_obscurus,50.5,1,0,16,19,35
Turdidae,Myadestes_palmeri,40,1,0,13.5,19,32.5
Turdidae,Myadestes_ralloides,28.6,1,0,12.5,16,28.5
Turdidae,Myadestes_townsendi,32.5,1,1,12,12,24
Turdidae,Psophocichla_litsitsirupa,75.5,1,0,14.5,16,30.5
Turdidae,Sialia_currucoides,29.6,1,1,13,21,34
Turdidae,Sialia_mexicana,26.7,1,1,13.8,21.4,35.1
Turdidae,Sialia_sialis,28.6,1,1,14.1,18.1,32.1
Turdidae,Turdus_albicollis,58.5,1,0,12,14,26
Turdidae,Turdus_amaurochalinus,62.5,1,1,15,14.5,29.5
Turdidae,Turdus_cardis,74,1,1,12.5,14,26.5
Turdidae,Turdus_chrysolaus,77,1,1,13.5,13,26.5
Turdidae,Turdus_falcklandii,104,1,0,15,17,32
Turdidae,Turdus_feae,72,1,1,14,13,27
Turdidae,Turdus_fumigatus,73.5,1,0,13,14,27
Turdidae,Turdus_grayi,76.7,1,0,12.3,14.3,26.5
Turdidae,Turdus_hortulorum,65,1,1,12.5,12,24.5
Turdidae,Turdus_iliacus,61.6,1,1,12.5,11.8,24.3
Turdidae,Turdus_leucomelas,69.1,1,0,12,16.5,28.5
Turdidae,Turdus_libonyanus,64,1,0,13,14.5,27.5
Turdidae,Turdus_merula,101.7,1,1,13.4,13.5,27
Turdidae,Turdus_migratorius,78.6,1,1,13,13.6,26.6
Turdidae,Turdus_obsoletus,73.9,1,0,13,14,27
Turdidae,Turdus_olivaceus,73.5,1,0,14,16,30
Turdidae,Turdus_pallidus,77,1,1,13.5,14,27.5
Turdidae,Turdus_philomelos,68.3,1,1,12.5,14.1,26.6
Turdidae,Turdus_pilaris,105.4,1,1,12.7,13.5,26.2
Turdidae,Turdus_plumbeus,66,1,0,11,11.5,22.5
Turdidae,Turdus_poliocephalus,61.9,1,0,18,18,36
Turdidae,Turdus_ruficollis,83,1,1,11,12,23
Turdidae,Turdus_rufiventris,75,1,0,14,13.5,27.5
Turdidae,Turdus_torquatus,109,1,1,14,14,28
Turdidae,Turdus_viscivorus,117.4,1,1,14.5,15,29.5
Turdidae,Zoothera_citrina,53.2,1,0,13.5,12,25.5
Turdidae,Zoothera_gurneyi,63,1,0,15,16.5,31.5
Turdidae,Zoothera_guttata,61.5,1,1,15,15,30
Turdidae,Zoothera_lunulata,129.8,1,0,14.5,16,30.5
Turdidae,Zoothera_naevia,82.5,1,1,12,14,26
Turnicidae,Turnix_everetti,34.9,1,0,13,7,20
Turnicidae,Turnix_hottentottus,50.2,1,0,13,33.5,46.5
Turnicidae,Turnix_maculosus,40.4,1,0,13.8,24.5,38.3
Turnicidae,Turnix_melanogaster,85,1,0,19.5,14,33.5
Turnicidae,Turnix_nigricollis,59.9,1,0,14.5,21,35.5
Turnicidae,Turnix_pyrrhothorax,46.2,1,0,15.5,49,64.5
Turnicidae,Turnix_suscitator,52.4,1,0,14.4,50,64.4
Turnicidae,Turnix_sylvaticus,49.5,1,0,13,11,24
Turnicidae,Turnix_tanki,50.1,1,1,13,10,23
Turnicidae,Turnix_varius,93.4,1,0,13.5,10,23.5
Tyrannidae,Alectrurus_risora,25,1,1,17,13,30
Tyrannidae,Attila_spadiceus,39.1,1,0,18.2,18,36.2
Tyrannidae,Camptostoma_imberbe,7.4,1,0,15,12,27
Tyrannidae,Camptostoma_obsoletum,8.1,1,0,14.5,17,31.5
Tyrannidae,Contopus_cooperi,32.4,1,1,15.9,18,33.9
Tyrannidae,Contopus_sordidulus,13,1,1,14.3,16,30.3
Tyrannidae,Contopus_virens,13.9,1,1,12.7,16.5,29.3
Tyrannidae,Elaenia_chiriquensis,16,1,0,14.5,15.5,30
Tyrannidae,Elaenia_flavogaster,24.8,1,0,16,16.5,32.5
Tyrannidae,Elaenia_frantzii,19.3,1,0,15,16.2,31.2
Tyrannidae,Elaenia_mesoleuca,17.7,1,0,15.5,20,35.5
Tyrannidae,Elaenia_parvirostris,13.8,1,1,14,15,29
Tyrannidae,Elaenia_spectabilis,24.4,1,1,14.5,18,32.5
Tyrannidae,Empidonax_alnorum,13,1,1,14,13.8,27.8
Tyrannidae,Empidonax_difficilis,10.8,1,1,14.5,15.8,30.3
Tyrannidae,Empidonax_flavescens,12.5,1,0,16.5,15.5,32
Tyrannidae,Empidonax_flaviventris,11.8,1,1,15,13,28
Tyrannidae,Empidonax_fulvifrons,7.9,1,0,15,16,31
Tyrannidae,Empidonax_hammondii,10.4,1,1,15,17.2,32.3
Tyrannidae,Empidonax_minimus,10.1,1,1,13.9,14.7,28.6
Tyrannidae,Empidonax_oberholseri,10.4,1,1,14.5,17.7,32.3
Tyrannidae,Empidonax_occidentalis,11.3,1,1,14.5,16.1,30.6
Tyrannidae,Empidonax_traillii,13.3,1,1,14.1,13.8,27.9
Tyrannidae,Empidonax_virescens,12.7,1,1,13.8,14.4,28.2
Tyrannidae,Empidonax_wrightii,12.4,1,1,14.5,16,30.5
Tyrannidae,Empidonomus_aurantioatrocristatus,33.3,1,1,15.5,16,31.5
Tyrannidae,Euscarthmus_meloryphus,6.8,1,0,14.5,11.5,26
Tyrannidae,Fluvicola_albiventer,11.8,1,1,13,12.5,25.5
Tyrannidae,Lathrotriccus_griseipectus,11,1,0,16,14,30
Tyrannidae,Legatus_leucophaius,22.4,1,0,16,19,35
Tyrannidae,Machetornis_rixosa,30,1,0,14.5,16,30.5
Tyrannidae,Megarynchus_pitangua,66.7,1,0,17.5,24,41.5
Tyrannidae,Mionectes_macconnelli,13.5,1,0,19,18.5,37.5
Tyrannidae,Mionectes_oleagineus,11.2,1,0,19.5,19,38.5
Tyrannidae,Mionectes_striaticollis,15,1,0,19,18,37
Tyrannidae,Muscigralla_brevicauda,12.6,1,0,13.5,13.5,27
Tyrannidae,Myiarchus_cinerascens,28.2,1,1,15,15.8,30.8
Tyrannidae,Myiarchus_crinitus,32.7,1,1,14,14.5,28.5
Tyrannidae,Myiarchus_nuttingi,25.5,1,0,15,16.5,31.5
Tyrannidae,Myiarchus_tuberculifer,17.9,1,0,14,13.8,27.8
Tyrannidae,Myiobius_atricaudus,10,1,0,22,22,44
Tyrannidae,Myiobius_barbatus,11.7,1,0,22,23.5,45.5
Tyrannidae,Myiobius_sulphureipygius,11.6,1,0,22,23.5,45.5
Tyrannidae,Myiodynastes_luteiventris,46.9,1,1,15.9,17,32.9
Tyrannidae,Myiodynastes_maculatus,43.3,1,1,16.5,19.3,35.8
Tyrannidae,Myiophobus_fasciatus,9.9,1,0,17,16,33
Tyrannidae,Myiozetetes_cayanensis,25.9,1,0,16,19,35
Tyrannidae,Myiozetetes_granadensis,29.3,1,0,16.5,20,36.5
Tyrannidae,Myiozetetes_similis,27.8,1,0,15.5,20,35.5
Tyrannidae,Onychorhynchus_mexicanus,15.9,1,0,22,21,43
Tyrannidae,Phaeomyias_murina,10.2,1,0,14.7,17,31.7
Tyrannidae,Pitangus_sulphuratus,62.4,1,0,16.5,17.5,34
Tyrannidae,Poecilotriccus_sylvia,7.1,1,0,19,20.3,39.2
Tyrannidae,Pseudelaenia_leucospodia,11.9,1,0,16,16,32
Tyrannidae,Pyrocephalus_rubinus,14.2,1,1,13.9,15,28.9
Tyrannidae,Rhynchocyclus_fulvipectus,23.1,1,0,24,29,53
Tyrannidae,Satrapa_icterophrys,22.1,1,1,15.5,17.5,33
Tyrannidae,Sayornis_nigricans,18.4,1,0,16.6,20.3,36.9
Tyrannidae,Sayornis_phoebe,19.7,1,1,16,16.5,32.5
Tyrannidae,Sayornis_saya,20.9,1,1,14.5,17,31.5
Tyrannidae,Serpophaga_cinerea,8.2,1,0,17.5,17,34.5
Tyrannidae,Serpophaga_munda,5.8,1,1,14,13.5,27.5
Tyrannidae,Stigmatura_budytoides,11.2,1,0,14.5,12,26.5
Tyrannidae,Sublegatus_modestus,13.7,1,0,15.5,15,30.5
Tyrannidae,Todirostrum_cinereum,6.4,1,0,18,17.7,35.8
Tyrannidae,Todirostrum_maculatum,7.2,1,0,17.7,17.2,35
Tyrannidae,Tolmomyias_sulphurescens,14.4,1,0,17.5,23,40.5
Tyrannidae,Tyrannus_crassirostris,55.8,1,1,16,17,33
Tyrannidae,Tyrannus_dominicensis,46.6,1,1,14.5,17,31.5
Tyrannidae,Tyrannus_forficatus,39.3,1,1,14.5,14.7,29.3
Tyrannidae,Tyrannus_melancholicus,37.4,1,1,15.9,18.5,34.4
Tyrannidae,Tyrannus_niveigularis,34.4,1,0,15.5,16.5,32
Tyrannidae,Tyrannus_savana,31.9,1,1,15.5,14.5,30
Tyrannidae,Tyrannus_tyrannus,40,1,1,13.6,15.7,29.4
Tyrannidae,Tyrannus_verticalis,39.6,1,1,13.5,15.6,29.1
Tyrannidae,Tyrannus_vociferans,45.1,1,1,15.6,14.1,29.8
Tyrannidae,Xolmis_coronatus,46.9,1,1,16,14.5,30.5
Tyrannidae,Xolmis_irupero,28.3,1,0,12,17,29
Tyrannidae,Zimmerius_improbus,10.1,1,0,16,18.5,34.5
Tyrannidae,Zimmerius_vilissimus,9.4,1,1,16,18.5,34.5
Tytonidae,Tyto_alba,387,1,0,31.7,53.3,84.9
Tytonidae,Tyto_capensis,381.1,1,0,37,42,79
Tytonidae,Tyto_glaucops,451.7,1,0,31.9,54,85.9
Tytonidae,Tyto_longimembris,352.5,1,0,31,60,91
Tytonidae,Tyto_novaehollandiae,631.2,1,0,35.6,76.1,111.7
Tytonidae,Tyto_sororcula,576.2,1,0,35,77,112
Tytonidae,Tyto_tenebricosa,586.9,1,0,40.8,78,118.8
Upupidae,Upupa_epops,66.9,1,1,15.5,27.5,43
Vangidae,Artamella_viridis,49.2,1,0,19,23,42
Vangidae,Calicalicus_madagascariensis,16.4,1,0,16,16,32
Vangidae,Falculea_palliata,111.4,1,0,17,21,38
Vangidae,Oriolia_bernieri,52,1,0,17,17,34
Vangidae,Schetba_rufa,37.3,1,0,16,15,31
Vangidae,Tylas_eduardi,46.3,1,0,16,15,31
Vangidae,Vanga_curvirostris,63.9,1,0,23,21,44
Vireonidae,Hylophilus_decurtatus,8.5,1,0,16,12,28
Vireonidae,Vireo_altiloquus,18.9,1,1,14,11,25
Vireonidae,Vireo_atricapilla,8.9,1,1,15.4,11.4,26.7
Vireonidae,Vireo_bairdi,12,1,0,14,11.5,25.5
Vireonidae,Vireo_bellii,8.5,1,1,14,11.1,25.1
Vireonidae,Vireo_caribaeus,9.3,1,0,17,9,26
Vireonidae,Vireo_cassinii,15,1,1,13.5,13.5,27
Vireonidae,Vireo_flavifrons,18,1,1,14,14,28
Vireonidae,Vireo_flavoviridis,17.4,1,1,13,12.1,25.1
Vireonidae,Vireo_gilvus,12.9,1,1,12.7,13.5,26.3
Vireonidae,Vireo_gracilirostris,16.6,1,0,12.5,11.3,23.8
Vireonidae,Vireo_griseus,11.6,1,1,13.6,10,23.6
Vireonidae,Vireo_huttoni,11.3,1,0,14.5,14.5,29
Vireonidae,Vireo_leucophrys,12.4,1,0,13,13,26
Vireonidae,Vireo_olivaceus,16.5,1,1,12.7,11.1,23.8
Vireonidae,Vireo_philadelphicus,11.8,1,1,12.9,13.8,26.6
Vireonidae,Vireo_plumbeus,16.2,1,1,13.8,13.3,27
Vireonidae,Vireo_solitarius,15.4,1,1,13.5,12.7,26.3
Vireonidae,Vireo_vicinior,12.8,1,1,13,13.5,26.5
Zosteropidae,Cleptornis_marchei,20.2,1,0,14,11,25
Zosteropidae,Zosterops_abyssinicus,9.5,1,0,11,14,25
Zosteropidae,Zosterops_chloronothus,8,1,0,12.5,14,26.5
Zosteropidae,Zosterops_japonicus,11.3,1,1,11,10,21
Zosteropidae,Zosterops_lateralis,12.5,1,0,11.5,11.4,22.9
Zosteropidae,Zosterops_luteus,9.7,1,0,14.7,10.2,25
Zosteropidae,Zosterops_modestus,12.8,1,0,14,13,27
Zosteropidae,Zosterops_natalis,10.3,1,0,15.5,17,32.5
Zosteropidae,Zosterops_pallidus,11.1,1,0,11,12.5,23.5
Zosteropidae,Zosterops_palpebrosus,8.6,1,0,10.6,10.5,21.1
Zosteropidae,Zosterops_rotensis,9.3,1,0,11,11,22
Zosteropidae,Zosterops_senegalensis,10.8,1,0,11.5,13.5,25
